event_id,HitposX_0,HitposY_0,HitE_per_bar_0,HitBar_0,ClusterposX_0,ClusterposY_0,Cluster_Eng_0,N_Clusters_0,Cluster_Size_0,HitposX_1,HitposY_1,HitE_per_bar_1,HitBar_1,ClusterposX_1,ClusterposY_1,Cluster_Eng_1,N_Clusters_1,Cluster_Size_1,HitposX_2,HitposY_2,HitE_per_bar_2,HitBar_2,ClusterposX_2,ClusterposY_2,Cluster_Eng_2,N_Clusters_2,Cluster_Size_2,HitposX_3,HitposY_3,HitE_per_bar_3,HitBar_3,ClusterposX_3,ClusterposY_3,Cluster_Eng_3,N_Clusters_3,Cluster_Size_3,HitposX_8,HitposY_8,HitE_per_bar_8,HitBar_8,ClusterposX_8,ClusterposY_8,Cluster_Eng_8,N_Clusters_8,Cluster_Size_8,HitposX_9,HitposY_9,HitE_per_bar_9,HitBar_9,ClusterposX_9,ClusterposY_9,Cluster_Eng_9,N_Clusters_9,Cluster_Size_9,HitposX_10,HitposY_10,HitE_per_bar_10,HitBar_10,ClusterposX_10,ClusterposY_10,Cluster_Eng_10,N_Clusters_10,Cluster_Size_10,HitposX_11,HitposY_11,HitE_per_bar_11,HitBar_11,ClusterposX_11,ClusterposY_11,Cluster_Eng_11,N_Clusters_11,Cluster_Size_11
369,[-0.01946284  0.01181593],[0.01710394 0.00462857],[1.86972   1.3620156],[ 0 31],"[-0.019462835043668747, 0.011815931648015976]","[0.01710394024848938, 0.004628573078662157]","[1.8697199821472168, 1.3620156049728394]",2,2,[0.0314886  0.01324072],[-0.03915314  0.00089184],[2.034425  1.4041115],[ 0 31],"[0.031488604843616486, 0.013240722939372063]","[-0.039153143763542175, 0.0008918436942622066]","[2.0344250202178955, 1.4041115045547485]",2,2,[-0.11498686  0.01327958],[-0.00272078  0.00852106],[2.5897717 1.206781 ],[ 0 31],"[-0.1149868592619896, 0.013279584236443043]","[-0.002720779739320278, 0.0085210632532835]","[2.5897717475891113, 1.206781029701233]",2,2,[ 0.22625835  7.9215827  10.547785   14.179761   33.167297    0.22503161],"[  0.17197025 -26.15354    -23.360695    11.321739   -17.710379
   0.17058402]",[1.8856274  0.09346255 0.04999413 0.09495664 0.20279585 0.878599  ],[ 0  5  6  8 20 31],"[0.22625835239887238, 8.836804389953613, 14.179760932922363, 33.16729736328125, 0.22503161430358887]","[0.17197024822235107, -25.180246353149414, 11.321739196777344, -17.710378646850586, 0.17058402299880981]","[1.8856273889541626, 0.14345666766166687, 0.09495663642883301, 0.2027958482503891, 0.8785989880561829]",5,6,[-0.02128507  0.01194174],[-0.11892056  0.00361499],[2.9322321 1.2928616],[ 0 31],"[-0.02128506638109684, 0.011941740289330482]","[-0.11892055720090866, 0.003614986315369606]","[2.932232141494751, 1.2928615808486938]",2,2,[0.01353136 0.01351232],[0.00077477 0.00072878],[2.4840105  0.24587913],[29 30],[0.013529644347727299],[0.0007706275791861117],[2.7298896312713623],1,2,[0.01310916 0.01309316],[0.00729408 0.0072487 ],[1.9643236 0.548887 ],[2 3],[0.013105662539601326],[0.007284165360033512],[2.5132107734680176],1,2,[-9.318587    0.21127386  0.20900193 24.081509   25.67647   ],[-11.064396     0.15504543   0.15247874   4.467813     4.854193  ],[0.20173551 1.0048468  1.807185   3.6681118  4.6857147 ],[ 8 14 15 17 18],"[-9.318587303161621, 0.20981378853321075, 24.976131439208984]","[-11.064395904541016, 0.15339593589305878, 4.684536457061768]","[0.2017355114221573, 2.8120317459106445, 8.353826522827148]",3,5
370,[0.0058342  0.00581514],[0.00530691 0.00527443],[1.4222348 1.3048772],[ 0 31],"[0.005834199953824282, 0.005815138574689627]","[0.005306911654770374, 0.005274426192045212]","[1.4222347736358643, 1.3048771619796753]",2,2,[0.00496346 0.00494552],[0.00617266 0.00617924],[1.3340938 1.2492621],[ 0 31],"[0.0049634636379778385, 0.004945523105561733]","[0.006172657944262028, 0.006179237272590399]","[1.3340938091278076, 1.2492620944976807]",2,2,[0.01724844 0.00560176],[0.00341208 0.00734844],[1.8326435 1.2209868],[ 0 31],"[0.017248444259166718, 0.00560175534337759]","[0.0034120786003768444, 0.007348444312810898]","[1.8326435089111328, 1.2209868431091309]",2,2,[ -0.05075645 -19.081888   -18.311077    -0.0497199 ],[ 0.06663562 -0.68974084 -0.31760892  0.06673046],[1.3748574 3.2607884 0.787155  1.2381283],[ 0 20 21 31],"[-0.05075644701719284, -18.931997299194336, -0.049719903618097305]","[0.0666356161236763, -0.6173768043518066, 0.06673046201467514]","[1.3748574256896973, 4.047943592071533, 1.2381283044815063]",3,4,[0.00552672 0.00548259],[0.00534808 0.00535469],[1.7899694 1.4602845],[ 0 31],"[0.00552672054618597, 0.005482587963342667]","[0.005348081700503826, 0.005354688502848148]","[1.7899694442749023, 1.4602844715118408]",2,2,[0.00490188 0.00489518],[0.0062224  0.00627069],[2.4539807  0.21676248],[29 30],[0.004901335574686527],[0.006226320751011372],[2.670743227005005],1,2,[0.03174889 0.00579276],[0.0485953  0.00712752],[3.3425415  0.55198514],[2 3],[0.028070032596588135],[0.04271792247891426],[3.894526481628418],1,2,[-13.414322   -0.0407769 -22.756897 ],[-0.03592932  0.0674244  17.279213  ],[2.0687091  1.6364837  0.32786673],[14 15 25],"[-7.507587909698486, -22.75689697265625]","[0.009719228371977806, 17.279212951660156]","[3.705192804336548, 0.32786673307418823]",2,3
371,[-0.00757634 -0.0101611 ],[-0.01546753 -0.01097769],[1.6042728 1.5628818],[ 0 31],"[-0.00757633987814188, -0.010161101818084717]","[-0.015467527322471142, -0.010977694764733315]","[1.6042728424072266, 1.5628818273544312]",2,2,[-0.00646266 -0.04559105],[-0.00426696  0.0612633 ],[1.3412946 1.8767911],[ 0 31],"[-0.006462659686803818, -0.04559105262160301]","[-0.0042669568210840225, 0.061263296753168106]","[1.3412946462631226, 1.8767911195755005]",2,2,[-0.01785501 -5.3429785  -3.9306397  -2.405447   -0.02557224],[-0.01714815 15.439835   -2.4684343  -1.8976995  -0.04473311],[1.3077433  1.419766   0.02730597 0.01946039 1.7798661 ],[ 0 28 29 30 31],"[-0.01785501465201378, -2.3981759548187256]","[-0.017148150131106377, 6.695727348327637]","[1.3077433109283447, 3.246398448944092]",2,5,[-0.20627765 -0.20269422],[0.27370125 0.26997966],[1.0063112 1.8864459],[ 0 31],"[-0.20627765357494354, -0.20269422233104706]","[0.2737012505531311, 0.26997965574264526]","[1.0063111782073975, 1.8864458799362183]",2,2,[0.15049562 0.02048253],[-0.13617498 -0.04720318],[2.8066804 2.0888448],[ 0 31],"[0.15049561858177185, 0.02048252895474434]","[-0.1361749768257141, -0.047203175723552704]","[2.80668044090271, 2.0888447761535645]",2,2,[-0.00596722 -0.00596724],[-0.00387761 -0.00394171],[2.705061   0.50611943],[29 30],[-0.005967221222817898],[-0.003887715982273221],[3.2111804485321045],1,2,[ 0.02843942 -1.7420229  -4.0279045 ],[0.0329564  0.26774204 5.426873  ],[3.0987768  0.42778027 0.00349432],[2 3 6],"[-0.1863221377134323, -4.027904510498047]","[0.0614364929497242, 5.426873207092285]","[3.526556968688965, 0.00349432067014277]",2,3,[-0.18115926 -0.17721792],[0.24761085 0.24349976],[0.88506645 1.8273159 ],[14 15],[-0.17850400507450104],[0.24484123289585114],[2.7123823165893555],1,2
372,[0.00755453 0.00759325],[-0.00404634 -0.00407312],[1.6432657 1.2282358],[ 0 31],"[0.007554532494395971, 0.0075932457111775875]","[-0.004046342335641384, -0.0040731243789196014]","[1.643265724182129, 1.2282358407974243]",2,2,[0.01593355 0.00639011],[ 0.03450481 -0.00477643],[1.8207744 1.36354  ],[ 0 31],"[0.015933550894260406, 0.006390108726918697]","[0.034504808485507965, -0.004776434041559696]","[1.8207744359970093, 1.3635400533676147]",2,2,[ 0.00810199 -0.01180078],[-0.0032231   0.00729323],[1.4120905 2.25571  ],[ 0 31],"[0.008101992309093475, -0.01180078275501728]","[-0.003223101142793894, 0.007293229456990957]","[1.412090539932251, 2.2557098865509033]",2,2,[0.01007514 0.01084993],[0.18809612 0.18648213],[2.0324874 1.3764186],[ 0 31],"[0.01007513515651226, 0.010849930346012115]","[0.18809612095355988, 0.18648213148117065]","[2.032487392425537, 1.3764185905456543]",2,2,[0.00754971 0.00748385],[-0.00458005 -0.00460068],[1.3508303 1.1873012],[ 0 31],"[0.007549705915153027, 0.007483848836272955]","[-0.004580053500831127, -0.004600681830197573]","[1.350830316543579, 1.1873011589050293]",2,2,[0.00618895 0.00623505],[-0.00460557 -0.00458702],[2.558676   0.20302403],[29 30],[0.006192342843860388],[-0.004604203160852194],[2.76170015335083],1,2,[-0.01681467  0.04424259],[ 0.02225502 -0.00170086],[2.4272153 0.9519969],[2 3],[0.00038647762266919017],[0.015506131574511528],[3.3792123794555664],1,2,[0.01707808 0.01809904],[0.17335108 0.17113207],[1.1009074 1.8137612],[14 15],[0.017713414505124092],[0.1719702184200287],[2.914668560028076],1,2
373,[ 1.7723370e-02 -4.0377148e+01 -1.0790846e+00 -7.1351498e-01],[ 7.1087494e-03  1.1292508e+01 -2.0582299e+00 -1.2785910e+00],[1.7395077  0.22248697 0.3754174  3.7219956 ],[ 0  7 30 31],"[0.01772337034344673, -40.37714767456055, -0.7470096349716187]","[0.007108749356120825, 11.292508125305176, -1.3500239849090576]","[1.7395076751708984, 0.2224869728088379, 4.097413063049316]",3,4,[-4.6847115e+01  1.2945448e-02],[4.372517e+01 9.081731e-04],[2.8699937 2.046256 ],[ 0 31],"[-46.84711456298828, 0.0129454480484128]","[43.72517013549805, 0.000908173096831888]","[2.8699936866760254, 2.0462560653686523]",2,2,[ 0.06250765 -5.276137   -3.3152795   0.08972269],[ 0.10383991 -7.5762267  -4.4626756   0.01001237],[2.487104  3.4273317 1.0173436 2.1100347],[ 0 28 29 31],"[0.06250765174627304, -4.827314853668213, 0.08972269296646118]","[0.10383991152048111, -6.863564491271973, 0.010012366808950901]","[2.4871039390563965, 4.444675445556641, 2.110034704208374]",3,4,[0.00831204 0.00885552],[0.06805871 0.06563757],[1.4296923 1.4149634],[ 0 31],"[0.008312041871249676, 0.008855520747601986]","[0.06805871427059174, 0.06563756614923477]","[1.429692268371582, 1.4149633646011353]",2,2,[-38.29176     -1.0313861   -0.49006915],[ 0.46777904 -1.6008803  -0.76773226],[1.5235955 1.2455772 2.6466148],[ 0 30 31],"[-38.2917594909668, -0.6633011698722839]","[0.4677790403366089, -1.034355878829956]","[1.5235954523086548, 3.8921918869018555]",2,3,[0.01261051 0.05014651],[0.00104821 0.02719843],[2.2714436 0.6171123],[29 30],[0.02062971144914627],[0.006634954363107681],[2.8885560035705566],1,2,"[-3.9325824e+00  3.8071860e-02  2.0619050e-02 -5.0060486e+01
 -3.8041992e+00]","[-4.67376757e+00 -1.10771632e+00  1.13021545e-02  1.94142170e+01
 -4.37652206e+00]",[1.9717563  2.4404466  0.47406116 0.00787613 1.431555  ],[ 0  2  3 14 31],"[-3.932582378387451, 0.035233061760663986, -50.06048583984375, -3.80419921875]","[-4.673767566680908, -0.9257016181945801, 19.414216995239258, -4.376522064208984]","[1.9717563390731812, 2.9145078659057617, 0.00787612795829773, 1.4315550327301025]",4,5,[0.01343416 0.04967241],[0.04621976 0.13358456],[1.1259664 3.9520693],[14 15],[0.04163720831274986],[0.11421293020248413],[5.078035831451416],1,2
374,[0.01836756 0.00613027],[ 0.01242087 -0.01819111],[1.908045  1.5403448],[ 0 31],"[0.018367556855082512, 0.006130269728600979]","[0.012420871295034885, -0.018191110342741013]","[1.9080450534820557, 1.5403448343276978]",2,2,[0.00269729 0.00260326],[-0.01604947 -0.0159534 ],[1.6396165 1.2209185],[ 0 31],"[0.0026972901541739702, 0.002603258239105344]","[-0.016049474477767944, -0.01595340296626091]","[1.6396164894104004, 1.2209185361862183]",2,2,[0.00903777 0.01833842],[-0.02387224 -0.04074911],[1.5806867 1.5353574],[ 0 31],"[0.009037772193551064, 0.01833842135965824]","[-0.023872237652540207, -0.04074910655617714]","[1.5806866884231567, 1.5353573560714722]",2,2,[-0.22762558 -0.19810061],[-0.07418159 -0.15966555],[3.1340227 2.3685508],[ 0 31],"[-0.22762557864189148, -0.19810061156749725]","[-0.07418158650398254, -0.1596655547618866]","[3.1340227127075195, 2.3685507774353027]",2,2,[0.00517405 0.00504864],[-0.01736177 -0.0172621 ],[1.53964   1.1873226],[ 0 31],"[0.005174051504582167, 0.0050486354157328606]","[-0.017361769452691078, -0.017262104898691177]","[1.539639949798584, 1.1873226165771484]",2,2,[0.00210152 0.0065853 ],[-0.01528678  0.0180907 ],[2.925364  0.5006589],[29 30],[0.0027567523065954447],[-0.010409188456833363],[3.426023006439209],1,2,[0.0081377  0.00810432],[-0.022305   -0.02225427],[2.3809936  0.41769037],[2 3],[0.008132715709507465],[-0.02229742705821991],[2.7986838817596436],1,2,[-0.44205055 -0.20514748],[-0.09574723 -0.07713575],[2.4736311 2.3048184],[14 15],[-0.32778364419937134],[-0.08677024394273758],[4.778449535369873],1,2
375,[0.001291   0.00133641],[0.00716871 0.00713381],[1.4885417 1.2988448],[ 0 31],"[0.0012909959768876433, 0.0013364145997911692]","[0.007168713957071304, 0.007133813109248877]","[1.4885417222976685, 1.298844814300537]",2,2,[1.0247597e-03 1.8869276e+01 9.7520917e-04],[ 4.8496900e-03 -3.2216663e+01  4.7992812e-03],[1.4739034 1.2453325 1.2684622],[ 0 11 31],"[0.0010247597238048911, 18.86927604675293, 0.0009752091718837619]","[0.0048496900126338005, -32.2166633605957, 0.004799281246960163]","[1.4739034175872803, 1.2453324794769287, 1.2684621810913086]",3,3,[0.00075069 0.00075405],[0.0087993  0.00870132],[1.3452731 1.1638498],[ 0 31],"[0.0007506862748414278, 0.0007540530059486628]","[0.008799299597740173, 0.008701315149664879]","[1.3452731370925903, 1.1638498306274414]",2,2,[0.00144153 0.01251223],[0.09197742 0.08598276],[1.7228172 1.722833 ],[ 0 31],"[0.0014415348414331675, 0.012512226589024067]","[0.09197742491960526, 0.08598276227712631]","[1.7228171825408936, 1.7228330373764038]",2,2,[0.00368904 0.00133406],[-0.02705429  0.00655817],[1.9107492 1.453952 ],[ 0 31],"[0.003689038334414363, 0.0013340620789676905]","[-0.027054285630583763, 0.006558168679475784]","[1.9107491970062256, 1.4539519548416138]",2,2,[0.00079192 0.00076051],[0.0044842  0.00451312],[2.7660081  0.21971318],[29 30],[0.0007896113093011081],[0.004486324265599251],[2.9857213497161865],1,2,[-0.05201199  0.00066617],[0.01818559 0.00810116],[3.6224523  0.48973963],[2 3],[-0.04573831707239151],[0.016984587535262108],[4.112191677093506],1,2,[-0.0615471   0.02335692],[0.09039491 0.0709743 ],[1.7518489 2.1505287],[14 15],[-0.014758054167032242],[0.07969256490468979],[3.9023776054382324],1,2
376,[ 0.6892436  1.0345571 -0.0033686],[-2.0130742  -3.0062711   0.00866953],[4.1352234  0.23208582 1.2540112 ],[ 0  1 31],"[0.7075941562652588, -0.003368603764101863]","[-2.06585431098938, 0.008669530972838402]","[4.367309093475342, 1.2540111541748047]",2,3,[0.03434291 0.06428099],[-0.36190525 -0.63447785],[2.8567126 3.1652613],[ 0 31],"[0.03434291481971741, 0.06428099423646927]","[-0.3619052469730377, -0.6344778537750244]","[2.856712579727173, 3.1652612686157227]",2,2,[ 5.9141183e-01  1.4476991e+00 -2.6315056e+01 -7.4277110e-03],[-2.6450610e+00 -5.6242795e+00  2.1195850e+01  1.8283272e-02],[3.6243854 0.8044358 1.0706704 1.3223869],[ 0  1 16 31],"[0.7469449043273926, -26.31505584716797, -0.0074277110397815704]","[-3.1861958503723145, 21.195850372314453, 0.01828327216207981]","[4.428821086883545, 1.0706703662872314, 1.3223868608474731]",3,4,[-0.36671838 -0.3593787 ],[0.29655823 0.2915625 ],[0.86469704 1.9157693 ],[ 0 31],"[-0.3667183816432953, -0.3593786954879761]","[0.2965582311153412, 0.2915624976158142]","[0.8646970391273499, 1.915769338607788]",2,2,[-0.00257558  0.7932555  -0.01534166],[ 0.00682026 -2.4800754  -0.01324936],[1.3601141 2.7311263 1.6977819],[ 0 30 31],"[-0.0025755795650184155, 0.48328709602355957]","[0.006820259150117636, -1.5344398021697998]","[1.3601140975952148, 4.428908348083496]",2,3,[-4.0792618e+01 -2.3760484e-04],[ 4.5658077e+01 -6.7794113e-04],[4.911829  0.2082933],[29 30],[-39.13312911987305],[43.80061721801758],[5.12012243270874],1,2,[ 0.81825924 -0.00652466 -0.00647566  0.8344821 ],[-4.708478    0.01583572  0.01572574 -4.554827  ],[1.8177681  2.1755438  0.64554244 1.6181966 ],[ 0  2  3 31],"[0.8182592391967773, -0.0065134442411363125, 0.8344820737838745]","[-4.708477973937988, 0.01581055298447609, -4.5548272132873535]","[1.8177680969238281, 2.8210861682891846, 1.6181966066360474]",3,4,[-0.32135695 -0.31415385],[0.26617116 0.26147622],[1.1216309 2.1174138],[14 15],[-0.3166481852531433],[0.2631020247936249],[3.239044666290283],1,2
377,[-1.7403215e-01 -2.6437645e+00 -2.6440895e+00 -1.6158227e-03],[-0.07737643  0.57309467  0.59199655  0.00362384],[2.5873322  0.17054942 2.425515   2.0094373 ],[ 0 29 30 31],"[-0.17403215169906616, -1.491133451461792]","[-0.07737643271684647, 0.3345823287963867]","[2.587332248687744, 4.605501651763916]",2,4,[-0.00294686 -0.05890461],[ 0.00468039 -0.00701811],[1.3243676 2.2089314],[ 0 31],"[-0.002946863416582346, -0.058904606848955154]","[0.004680391866713762, -0.007018110249191523]","[1.324367642402649, 2.2089314460754395]",2,2,[  0.18217227 -33.101616     0.05779663],[ 3.4419291e-02 -2.4171507e+00 -1.2009901e-03],[2.0209763  0.23785137 2.1193876 ],[ 0 12 31],"[0.1821722686290741, -33.10161590576172, 0.05779663100838661]","[0.03441929072141647, -2.4171507358551025, -0.0012009900528937578]","[2.0209763050079346, 0.2378513664007187, 2.119387626647949]",3,3,[-0.2645787  -0.53313154],[ 0.02453916 -0.27256086],[1.856416 4.457391],[ 0 31],"[-0.2645787000656128, -0.5331315398216248]","[0.02453915774822235, -0.27256086468696594]","[1.8564159870147705, 4.457390785217285]",2,2,[-0.00217841 -0.00222907],[0.00340427 0.00343786],[1.4433296 1.466532 ],[ 0 31],"[-0.0021784077398478985, -0.002229067264124751]","[0.003404274582862854, 0.00343785947188735]","[1.4433295726776123, 1.4665319919586182]",2,2,[-0.07983387 -0.00312293],[-0.04912304  0.00451185],[3.660521   0.22654884],[29 30],[-0.07536295056343079],[-0.04599705711007118],[3.8870699405670166],1,2,[-1.0935460e+01 -7.2611623e-02  3.7128667e-03],[-2.0663264  -0.08644535 -0.01491977],[3.2495208 3.6695096 0.9030216],[1 2 3],[-4.576560974121094],[-0.9006915092468262],[7.822052001953125],1,3,[-0.49918085 -0.5273228 ],[-0.26765174 -0.3038548 ],[1.885507  1.8868128],[14 15],[-0.5132567286491394],[-0.2857595384120941],[3.772319793701172],1,2
378,[0.0014736  0.00142383],[-0.00273879 -0.00276912],[1.527443  1.1888399],[ 0 31],"[0.0014735963195562363, 0.0014238327275961637]","[-0.002738793147727847, -0.002769121201708913]","[1.5274430513381958, 1.1888399124145508]",2,2,[0.0015208  0.00149549],[-0.00378502 -0.00381582],[1.3332121 1.295526 ],[ 0 31],"[0.0015207992400974035, 0.0014954942744225264]","[-0.003785020438954234, -0.0038158197421580553]","[1.33321213722229, 1.2955260276794434]",2,2,[-0.00075158 -0.01812138],[-0.00444347  0.01806073],[1.6303114 1.8559334],[ 0 31],"[-0.0007515797624364495, -0.018121380358934402]","[-0.004443472716957331, 0.018060732632875443]","[1.630311369895935, 1.855933427810669]",2,2,[-0.07059621 -0.0436333 ],[-0.15108268 -0.15663978],[1.6247493 1.1288799],[ 0 31],"[-0.07059621065855026, -0.04363330081105232]","[-0.15108267962932587, -0.15663978457450867]","[1.6247493028640747, 1.1288799047470093]",2,2,[-0.02714198  0.00140754],[-0.05470626 -0.00288635],[1.9076816 1.3635981],[ 0 31],"[-0.027141978964209557, 0.001407539937645197]","[-0.054706260561943054, -0.0028863518964499235]","[1.9076815843582153, 1.363598108291626]",2,2,[0.00121253 0.001221  ],[-0.003973   -0.00396404],[2.5180905  0.18612084],[29 30],[0.0012131156399846077],[-0.00397238414734602],[2.7042112350463867],1,2,[0.0003107 0.0003479],[-0.00396812 -0.00395423],[2.0439963 0.5249538],[2 3],[0.0003182973014190793],[-0.003965281415730715],[2.5689501762390137],1,2,[-0.08785196 -0.04340038],[-0.22230436 -0.1369034 ],[2.2802367 1.5562016],[14 15],[-0.06982075423002243],[-0.18766257166862488],[3.8364381790161133],1,2
379,[0.00013516 0.00016249],[-0.00642667 -0.00643308],[1.3139296 1.1950241],[ 0 31],"[0.00013516476610675454, 0.00016248934844043106]","[-0.006426670588552952, -0.00643308088183403]","[1.313929557800293, 1.1950241327285767]",2,2,[-0.00315762 -0.00074882],[-0.00525019 -0.00574944],[1.5064706 1.3816489],[ 0 31],"[-0.0031576226465404034, -0.0007488168776035309]","[-0.005250189919024706, -0.005749438889324665]","[1.5064705610275269, 1.3816488981246948]",2,2,[-0.00254486  0.00175284],[-0.00537104  0.06234276],[1.7542839 2.0314226],[ 0 31],"[-0.002544861752539873, 0.0017528373282402754]","[-0.005371042527258396, 0.06234276294708252]","[1.7542839050292969, 2.0314226150512695]",2,2,"[ -0.13435924   4.5760794    4.5128913  -12.883623   -12.81018
  -0.13210349]",[-0.37055835  3.1562052   3.074077   10.315882   10.484097   -0.36545667],[1.1752489  2.2496421  0.590598   0.77982986 1.0704497  1.377603  ],[ 0  2  3 23 24 31],"[-0.1343592405319214, 4.5629401206970215, -12.841134071350098, -0.13210348784923553]","[-0.37055835127830505, 3.139127731323242, 10.413199424743652, -0.3654566705226898]","[1.1752488613128662, 2.840240001678467, 1.8502795696258545, 1.3776030540466309]",4,6,[0.00021062 0.00015459],[-0.00625298 -0.00621982],[1.3553083 1.2211571],[ 0 31],"[0.00021062232553958893, 0.00015459446876775473]","[-0.006252975668758154, -0.006219820119440556]","[1.3553082942962646, 1.2211570739746094]",2,2,[-0.00062326 -0.00060025],[-0.0056158  -0.00567921],[2.723675   0.19291516],[29 30],[-0.0006217362824827433],[-0.005619992967694998],[2.9165902137756348],1,2,[-0.0016693  -0.00162942],[-0.00579735 -0.00580749],[2.1238825  0.61212176],[2 3],[-0.0016603770200163126],[-0.00579961808398366],[2.73600435256958],1,2,[-0.11583856 -0.11457892  3.8950787 ],[-0.32901752 -0.32619172  1.28152   ],[2.3322372 0.8769354 1.1011866],[14 15 16],[0.9091044664382935],[0.0830085426568985],[4.310359477996826],1,3
380,[0.00043106 0.00042347],[-0.00965955 -0.00953647],[1.4437226 1.3859278],[ 0 31],"[0.00043105630902573466, 0.00042346995905973017]","[-0.009659549221396446, -0.009536470286548138]","[1.4437226057052612, 1.3859277963638306]",2,2,[5.7325648e-05 5.5896358e-05],[-0.0040439  -0.00395431],[1.6172447 1.3127298],[ 0 31],"[5.732564750360325e-05, 5.589635838987306e-05]","[-0.004043898079544306, -0.003954310901463032]","[1.6172447204589844, 1.312729835510254]",2,2,[-0.00039853 -0.00032886],[-0.01216828 -0.01210692],[1.3818221 1.3045852],[ 0 31],"[-0.000398534961277619, -0.00032886292319744825]","[-0.012168275192379951, -0.012106915935873985]","[1.381822109222412, 1.3045852184295654]",2,2,[-0.22185168 -0.22049515],[0.09879787 0.09575005],[1.0035936 1.7868636],[ 0 31],"[-0.2218516767024994, -0.22049514949321747]","[0.09879786521196365, 0.09575004875659943]","[1.0035935640335083, 1.7868635654449463]",2,2,[9.4924806e-05 5.5343517e-05],[-0.00849545 -0.00832095],[1.4398239 1.3077273],[ 0 31],"[9.492480603512377e-05, 5.534351657843217e-05]","[-0.008495454676449299, -0.008320948109030724]","[1.439823865890503, 1.307727336883545]",2,2,[ 0.00028322 -0.0808081 ],[-0.00351257  0.09494354],[2.6142645 1.3438816],[29 30],[-0.027249151840806007],[0.029915545135736465],[3.958146095275879],1,2,[8.8488989e-05 2.3291532e-02],[-0.01141794  0.02196736],[2.1480026 1.267822 ],[2 3],[0.008700561709702015],[0.0009733916376717389],[3.4158246517181396],1,2,[-0.2118324  -0.21041267],[0.07713973 0.0742866 ],[1.2363772 1.7732811],[14 15],[-0.21099591255187988],[0.07545867562294006],[3.0096583366394043],1,2
