event_id,HitposX_0,HitposY_0,HitE_per_bar_0,HitBar_0,ClusterposX_0,ClusterposY_0,Cluster_Eng_0,N_Clusters_0,Cluster_Size_0,HitposX_1,HitposY_1,HitE_per_bar_1,HitBar_1,ClusterposX_1,ClusterposY_1,Cluster_Eng_1,N_Clusters_1,Cluster_Size_1,HitposX_2,HitposY_2,HitE_per_bar_2,HitBar_2,ClusterposX_2,ClusterposY_2,Cluster_Eng_2,N_Clusters_2,Cluster_Size_2,HitposX_3,HitposY_3,HitE_per_bar_3,HitBar_3,ClusterposX_3,ClusterposY_3,Cluster_Eng_3,N_Clusters_3,Cluster_Size_3,HitposX_8,HitposY_8,HitE_per_bar_8,HitBar_8,ClusterposX_8,ClusterposY_8,Cluster_Eng_8,N_Clusters_8,Cluster_Size_8,HitposX_9,HitposY_9,HitE_per_bar_9,HitBar_9,ClusterposX_9,ClusterposY_9,Cluster_Eng_9,N_Clusters_9,Cluster_Size_9,HitposX_10,HitposY_10,HitE_per_bar_10,HitBar_10,ClusterposX_10,ClusterposY_10,Cluster_Eng_10,N_Clusters_10,Cluster_Size_10,HitposX_11,HitposY_11,HitE_per_bar_11,HitBar_11,ClusterposX_11,ClusterposY_11,Cluster_Eng_11,N_Clusters_11,Cluster_Size_11
356,[ 4.4624459e-02 -1.2036665e+01 -1.6214425e-03],[-3.7691288e-02  3.4198334e+01 -1.3583831e-03],[3.2223775  0.02130092 1.883212  ],[ 0 24 31],"[0.044624458998441696, -12.036664962768555, -0.0016214424977079034]","[-0.03769128769636154, 34.198333740234375, -0.0013583831023424864]","[3.2223775386810303, 0.021300923079252243, 1.8832119703292847]",3,3,[0.2821559  0.00055157],[ 0.08998847 -0.00053144],[3.8923883 1.9497403],[ 0 31],"[0.2821559011936188, 0.0005515681114047766]","[0.08998847007751465, -0.0005314411246217787]","[3.892388343811035, 1.9497402906417847]",2,2,[-0.00474393 -0.00467381],[-0.00437884 -0.00436495],[1.5536124 1.4164151],[ 0 31],"[-0.0047439332120120525, -0.004673805087804794]","[-0.0043788389302790165, -0.004364949185401201]","[1.5536123514175415, 1.4164150953292847]",2,2,[ 1.1730375  -5.0179124  -0.08995327],[-21.322124   -13.615805     0.02792185],[1.2114173 0.0589916 1.5018413],[ 0 29 31],"[1.1730375289916992, -5.0179123878479, -0.08995326608419418]","[-21.322124481201172, -13.615804672241211, 0.027921849861741066]","[1.211417317390442, 0.05899159610271454, 1.5018413066864014]",3,3,[-0.00116712 -0.00111611],[-0.00077651 -0.0007785 ],[1.3267282 1.4698057],[ 0 31],"[-0.001167120411992073, -0.0011161130387336016]","[-0.000776514585595578, -0.0007784984773024917]","[1.3267282247543335, 1.4698057174682617]",2,2,[-0.01443883  0.00034522],[-0.00219711 -0.0003845 ],[2.769392   0.22262037],[29 30],[-0.013338819146156311],[-0.0020622387528419495],[2.9920125007629395],1,2,[-0.00411931 -0.00410048],[-0.00380887 -0.00376391],[2.3898072 0.6743888],[2 3],[-0.004115168936550617],[-0.003798976307734847],[3.0641961097717285],1,2,[ 4.5727205   0.17867552 -0.02836554],[-17.103727    -0.07999054   0.02969766],[0.14990968 3.3295906  2.1228285 ],[ 4 14 15],"[4.572720527648926, 0.0980667769908905]","[-17.103727340698242, -0.037284862250089645]","[0.14990967512130737, 5.452419281005859]",2,3
357,[-0.01626829 -0.08558112],[-0.02332772 -0.07821795],[1.3171091 2.0514824],[ 0 31],"[-0.01626828871667385, -0.08558111637830734]","[-0.023327719420194626, -0.07821795344352722]","[1.3171091079711914, 2.0514824390411377]",2,2,[-0.01337582 -0.01330622],[-0.02001996 -0.01991182],[1.3814623 1.2339582],[ 0 31],"[-0.013375816866755486, -0.013306218199431896]","[-0.020019959658384323, -0.01991182379424572]","[1.3814623355865479, 1.2339582443237305]",2,2,[-0.0160424  -0.01607046],[-0.0266465  -0.02654363],[1.2951324 1.9121184],[ 0 31],"[-0.016042396426200867, -0.01607045903801918]","[-0.026646500453352928, -0.02654363214969635]","[1.2951323986053467, 1.9121184349060059]",2,2,[0.17032914 0.16803885],[0.09115497 0.08885357],[1.6345408 0.9896124],[ 0 31],"[0.17032913863658905, 0.16803884506225586]","[0.09115497022867203, 0.08885356783866882]","[1.6345407962799072, 0.9896124005317688]",2,2,[-0.01580472 -0.01571549],[-0.02258371 -0.02248067],[1.5827836 1.586957 ],[ 0 31],"[-0.015804722905158997, -0.01571549102663994]","[-0.02258370816707611, -0.022480670362710953]","[1.582783579826355, 1.5869569778442383]",2,2,[-0.07060219 -0.05418562  0.03227735],[-0.34666458 -0.19739601  0.00682157],[0.9319141  3.4238982  0.63541025],[28 29 30],[-0.04624355584383011],[-0.19926801323890686],[4.991222381591797],1,3,[-0.01619754 -0.01620771],[-0.02561341 -0.0255726 ],[2.2270603  0.43178716],[2 3],[-0.01619919389486313],[-0.025606779381632805],[2.6588475704193115],1,2,[  0.14471403   0.14118932 -38.236496  ],[0.06538232 0.06191074 2.5801237 ],[1.2030537 1.3795793 0.6359402],[14 15 16],[-7.440329074859619],[0.560768187046051],[3.2185730934143066],1,3
358,[-0.00096771 -0.00086908],[0.00762957 0.00759426],[1.2861263 1.3823481],[ 0 31],"[-0.0009677082416601479, -0.0008690828690305352]","[0.007629567291587591, 0.007594256661832333]","[1.2861262559890747, 1.3823480606079102]",2,2,[ 0.03897907 -0.00060146],[-0.06705687  0.00695461],[2.0264132 1.3712344],[ 0 31],"[0.038979072123765945, -0.0006014631944708526]","[-0.06705687195062637, 0.006954607553780079]","[2.0264132022857666, 1.37123441696167]",2,2,[-0.00458136 -0.00446232],[0.01045032 0.01042349],[1.2723391 1.6387305],[ 0 31],"[-0.004581358749419451, -0.004462319891899824]","[0.010450324043631554, 0.010423494502902031]","[1.272339105606079, 1.638730525970459]",2,2,[ 0.03409787 -8.851662    0.03503377],[ 1.4540853e-03 -1.3459200e+01  1.4023271e-03],[1.6220603 1.8463793 1.1485503],[ 0 26 31],"[0.03409787267446518, -8.851661682128906, 0.03503376990556717]","[0.0014540853444486856, -13.459199905395508, 0.0014023270923644304]","[1.6220602989196777, 1.846379280090332, 1.148550271987915]",3,3,"[-2.8590611e-04  1.1012511e+01  1.1053360e+01  1.0944862e+01
 -2.9815410e-04]",[7.5347098e-03 1.3646792e+01 1.4025346e+01 1.4336235e+01 7.5311484e-03],[1.4744197  0.42808607 1.5847944  0.26142913 1.2574258 ],[ 0  7  8  9 31],"[-0.00028590610600076616, 11.033199310302734, -0.00029815410380251706]","[0.007534709759056568, 13.989827156066895, 0.0075311483815312386]","[1.4744197130203247, 2.2743096351623535, 1.2574257850646973]",3,5,[-0.0005184 -0.0005052],[0.00695786 0.00700991],[2.51951   0.2631877],[29 30],[-0.0005171532393433154],[0.006962783634662628],[2.7826976776123047],1,2,[-0.00342936 -0.00339671],[0.00999149 0.00995226],[2.5405009  0.48933682],[2 3],[-0.0034240896347910166],[0.00998515821993351],[3.0298376083374023],1,2,[-11.152918     0.04306368   0.04423521],[-3.3906326e+00  8.1443798e-04  7.1826932e-04],[0.09856257 1.1885267  1.4007434 ],[13 14 15],[-0.3668813109397888],[-0.12359972298145294],[2.687832832336426],1,3
359,[-0.0182845   0.00883117],[-0.03074745 -0.00566746],[2.0207508 1.4593148],[ 0 31],"[-0.018284497782588005, 0.008831165730953217]","[-0.03074745275080204, -0.005667464341968298]","[2.0207507610321045, 1.4593148231506348]",2,2,[0.00870512 0.00869189],[-0.00356373 -0.00352269],[1.6805775 1.1413224],[ 0 31],"[0.008705117739737034, 0.008691892959177494]","[-0.0035637342371046543, -0.0035226885229349136]","[1.6805775165557861, 1.141322374343872]",2,2,[-0.03647337 -0.10746241],[-0.01194924  0.00542732],[1.9360825 1.366214 ],[ 0 31],"[-0.03647337108850479, -0.10746241360902786]","[-0.011949235573410988, 0.0054273237474262714]","[1.9360824823379517, 1.3662140369415283]",2,2,[0.05255827 0.05168212],[0.31497496 0.31118232],[1.4550453 1.1046387],[ 0 31],"[0.05255826562643051, 0.05168212205171585]","[0.31497496366500854, 0.31118232011795044]","[1.4550453424453735, 1.104638695716858]",2,2,[0.00480602 0.00873939],[ 0.01730643 -0.0050939 ],[1.9393679 1.4552238],[ 0 31],"[0.004806024022400379, 0.008739390410482883]","[0.017306432127952576, -0.005093904212117195]","[1.9393678903579712, 1.455223798751831]",2,2,[0.00884333 0.00882462],[-0.00324343 -0.00327811],[2.5709012  0.19273655],[29 30],[0.008842023089528084],[-0.003245845902711153],[2.7636377811431885],1,2,[0.01312302 0.00991235],[ 0.01011703 -0.00639718],[2.5311322  0.48750347],[2 3],[0.012604501098394394],[0.00745001807808876],[3.0186357498168945],1,2,[ 1.8803930e-03  4.3146055e-02 -9.6077013e+00 -8.4723101e+00],[0.33824492 0.27383083 1.307601   8.73966   ],[1.4938998 1.9240959 1.2426281 1.0266975],[14 15 16 20],"[-2.5432162284851074, -8.472310066223145]","[0.5701044797897339, 8.739660263061523]","[4.660623550415039, 1.0266975164413452]",2,4
360,[0.00073721 0.00074297],[0.00838289 0.0084683 ],[1.435455  1.3721162],[ 0 31],"[0.0007372145191766322, 0.0007429717807099223]","[0.008382892236113548, 0.008468295447528362]","[1.4354549646377563, 1.372116208076477]",2,2,[0.00050787 0.00049682],[0.00851594 0.00853063],[1.63171   1.2874055],[ 0 31],"[0.0005078685935586691, 0.0004968170542269945]","[0.008515940979123116, 0.00853063352406025]","[1.6317100524902344, 1.2874054908752441]",2,2,[-0.02855609 -0.01867742],[-0.16815609 -0.04918724],[1.7514763 2.7720306],[ 0 31],"[-0.02855609357357025, -0.018677417188882828]","[-0.16815608739852905, -0.04918723925948143]","[1.7514762878417969, 2.7720305919647217]",2,2,[-0.36485365 -0.35758215],[-0.11574908 -0.11323746],[0.75714016 1.8333784 ],[ 0 31],"[-0.3648536503314972, -0.357582151889801]","[-0.11574907600879669, -0.11323746293783188]","[0.7571401596069336, 1.8333784341812134]",2,2,[0.00080694 0.00082438],[0.00886748 0.00886465],[1.737487  1.3144945],[ 0 31],"[0.0008069369941949844, 0.0008243799093179405]","[0.008867479860782623, 0.008864651434123516]","[1.7374869585037231, 1.3144944906234741]",2,2,[0.00021174 0.00024555],[0.00884072 0.00880451],[2.353442   0.19002928],[29 30],[0.00021426327293738723],[0.008838016539812088],[2.543471336364746],1,2,[0.0004328 0.0004438],[0.00654338 0.00656497],[2.2810204 0.6877396],[2 3],[0.00043535069562494755],[0.006548382807523012],[2.9687600135803223],1,2,[-0.31778595 -0.31308702],[-0.09945946 -0.09789915],[1.4906161 1.4874057],[14 15],[-0.31543901562690735],[-0.09868015348911285],[2.9780216217041016],1,2
361,[0.0006374  0.00073623],[0.00415646 0.00414405],[1.3190298 1.2993319],[ 0 31],"[0.0006374021759256721, 0.0007362309261225164]","[0.004156461451202631, 0.004144050646573305]","[1.3190298080444336, 1.2993319034576416]",2,2,[-0.00917158  0.00090557],[-0.00459459  0.00168288],[3.0686564 1.6714317],[ 0 31],"[-0.00917157530784607, 0.0009055679547600448]","[-0.0045945909805595875, 0.0016828798688948154]","[3.0686564445495605, 1.6714316606521606]",2,2,[-4.7173174e-03  1.8729233e+01 -7.2660610e-02],[ 4.5231176e-03 -2.3895945e+01  8.9415036e-02],[1.6189902  0.33637577 2.257712  ],[ 0 11 31],"[-0.004717317409813404, 18.729232788085938, -0.07266061007976532]","[0.004523117560893297, -23.895944595336914, 0.0894150361418724]","[1.618990182876587, 0.33637577295303345, 2.257711887359619]",3,3,[-0.04989204 -0.04787464],[0.11847633 0.11654037],[1.2371097 1.283825 ],[ 0 31],"[-0.049892038106918335, -0.04787463694810867]","[0.11847633123397827, 0.11654037237167358]","[1.237109661102295, 1.2838250398635864]",2,2,[0.00062754 0.00065572],[0.00378179 0.00368818],[1.4552947 1.2139306],[ 0 31],"[0.0006275405758060515, 0.0006557168089784682]","[0.003781793173402548, 0.003688183380290866]","[1.4552947282791138, 1.213930606842041]",2,2,[0.00081123 0.00082908],[0.0020248 0.002008 ],[2.4980142  0.18198346],[29 30],[0.0008124388405121863],[0.0020236591808497906],[2.679997682571411],1,2,[-1.9789964e-03 -1.9351644e-03  6.8475862e+00],[ 4.9167876e-03  4.9099168e-03 -3.2868599e+01],[2.2125938  0.4782706  0.02767134],[ 2  3 14],"[-0.001971205696463585, 6.847586154937744]","[0.004915566183626652, -32.86859893798828]","[2.690864324569702, 0.027671337127685547]",2,3,[-0.03307115 -0.03076361],[0.10245053 0.10019989],[1.0809133 1.5667584],[14 15],[-0.031705666333436966],[0.10111871361732483],[2.647671699523926],1,2
362,[0.04159873 0.01491596],[-0.079607   -0.01826251],[2.0516646 1.6379356],[ 0 31],"[0.04159873351454735, 0.014915956184267998]","[-0.07960700243711472, -0.018262511119246483]","[2.0516645908355713, 1.6379356384277344]",2,2,[0.01166212 0.0115876 ],[-0.01676383 -0.01681324],[1.4520241 1.239258 ],[ 0 31],"[0.011662122793495655, 0.011587596498429775]","[-0.016763832420110703, -0.0168132446706295]","[1.4520241022109985, 1.239258050918579]",2,2,[0.59254104 0.15643483],[-0.31707564  0.06419168],[1.8287244 2.1148176],[ 0 31],"[0.5925410389900208, 0.1564348340034485]","[-0.31707563996315, 0.06419168412685394]","[1.8287243843078613, 2.1148176193237305]",2,2,[0.06626032 0.06611852],[-0.05014986 -0.04989675],[1.4431912 1.3459767],[ 0 31],"[0.06626032292842865, 0.0661185160279274]","[-0.05014985799789429, -0.04989674687385559]","[1.4431911706924438, 1.345976710319519]",2,2,[0.01391747 0.01378564],[-0.01744642 -0.01738701],[1.4253753 1.3204483],[ 0 31],"[0.013917465694248676, 0.013785640709102154]","[-0.01744641736149788, -0.017387010157108307]","[1.4253753423690796, 1.3204482793807983]",2,2,[0.01125302 0.01129099],[-0.0173302  -0.01737559],[2.3557768  0.16752553],[29 30],[0.0112555380910635],[-0.017333216965198517],[2.5233023166656494],1,2,[0.01891273 0.01886742],[-0.0194151  -0.01941139],[2.1713107  0.41235957],[2 3],[0.01890549622476101],[-0.019414512440562248],[2.583670139312744],1,2,[0.09126767 0.06460349],[-0.05829051 -0.04702281],[2.692558 1.225088],[14 15],[0.08292951434850693],[-0.05476699024438858],[3.9176459312438965],1,2
363,[0.01248446 0.0124874 ],[0.00587681 0.00577443],[1.4705839 1.2087849],[ 0 31],"[0.01248446200042963, 0.012487397529184818]","[0.005876814480870962, 0.005774434190243483]","[1.4705839157104492, 1.2087849378585815]",2,2,[0.01206486 0.01203692],[0.0026295  0.00255364],[1.5286334 1.2760457],[ 0 31],"[0.012064856477081776, 0.012036917731165886]","[0.0026295038405805826, 0.0025536436587572098]","[1.5286333560943604, 1.2760456800460815]",2,2,[0.01223317 0.01226361],[0.0096451  0.00953057],[1.5804088 1.284467 ],[ 0 31],"[0.012233168818056583, 0.012263605371117592]","[0.009645095095038414, 0.009530570358037949]","[1.5804088115692139, 1.2844669818878174]",2,2,[-0.10972158 -0.10775523],[-0.16707586 -0.16442336],[1.555785  1.6290889],[ 0 31],"[-0.1097215786576271, -0.10775522887706757]","[-0.16707585752010345, -0.1644233614206314]","[1.5557849407196045, 1.6290888786315918]",2,2,[ 0.01254123 -0.00915265],[0.00496206 0.01937097],[1.6561953 1.8881027],[ 0 31],"[0.012541234493255615, -0.009152645245194435]","[0.0049620624631643295, 0.019370965659618378]","[1.6561952829360962, 1.888102650642395]",2,2,[0.01200496 0.01207237],[0.00194719 0.00196573],[2.680899   0.21770093],[29 30],[0.01201002486050129],[0.001948585151694715],[2.898599863052368],1,2,[0.01264245 0.01265301],[0.00859349 0.00854356],[2.6219196  0.45105198],[2 3],[0.012643996626138687],[0.008586159907281399],[3.0729715824127197],1,2,[-0.08223671 -0.09208942],[-0.16926229 -0.14294711],[1.7935185 1.140939 ],[14 15],[-0.08606752753257751],[-0.1590307503938675],[2.934457540512085],1,2
364,[-0.01522876 -1.0297594  -0.9477457 ],[-0.00884579  2.2994814   2.0596492 ],[1.4282868  0.31955522 5.4758315 ],[ 0 30 31],"[-0.015228758566081524, -0.9522678852081299]","[-0.008845794014632702, 2.07287335395813]","[1.4282867908477783, 5.795386791229248]",2,3,[-0.01246506 -0.01236898],[-0.00594079 -0.005915  ],[1.5119578 1.3564231],[ 0 31],"[-0.012465057894587517, -0.012368983589112759]","[-0.005940788425505161, -0.00591500336304307]","[1.5119577646255493, 1.3564231395721436]",2,2,[-0.01748066 -3.2573228  -3.0657785  -0.5160068 ],[-0.01548566  9.878182   10.812456    9.644955  ],[1.7793512 1.5434282 4.1399393 1.4115772],[ 0 29 30 31],"[-0.01748066209256649, -2.600156307220459]","[-0.015485664829611778, 10.376935005187988]","[1.7793512344360352, 7.094944953918457]",2,4,[-0.0740556  -0.07200976],[-0.03255237 -0.03298669],[1.3079515 1.4444782],[ 0 31],"[-0.07405559718608856, -0.07200976461172104]","[-0.03255236893892288, -0.03298668563365936]","[1.3079514503479004, 1.444478154182434]",2,2,[-0.0337763  5.5355163 -0.1218176],[ 0.02919949 -6.1004076  -0.04332715],[3.7057629e+00 1.0894574e-03 2.4611719e+00],[ 0 28 31],"[-0.03377629816532135, 5.535516262054443, -0.12181759625673294]","[0.02919948846101761, -6.100407600402832, -0.04332714527845383]","[3.7057628631591797, 0.0010894574224948883, 2.461171865463257]",3,3,[-0.01173724 -0.01179868],[-0.0057721  -0.00579137],[2.5753846  0.19591492],[29 30],[-0.011741586029529572],[-0.005773460958153009],[2.7712996006011963],1,2,[-0.01652347 -0.01650062 -1.3146155  -0.86692625  1.1243439 ],"[-1.3356656e-02 -1.3286421e-02  8.2949266e+00  8.8902292e+00
 -1.9851822e+01]",[2.2664125  0.41518965 4.123553   2.8903708  0.05803712],[ 2  3  7  8 23],"[-0.016519933938980103, -1.1301270723342896, 1.1243438720703125]","[-0.013345781713724136, 8.540245056152344, -19.851821899414062]","[2.6816022396087646, 7.013923645019531, 0.05803711712360382]",3,5,[-0.05739297 -0.0554615 ],[-0.0353978  -0.03566261],[1.6044027 1.3399373],[14 15],[-0.05651397630572319],[-0.03551831096410751],[2.9443399906158447],1,2
365,[0.08465733 0.0141394 ],[-0.02613248 -0.01947112],[3.7725263 1.8278886],[ 0 31],"[0.08465732634067535, 0.014139398001134396]","[-0.026132477447390556, -0.019471116364002228]","[3.772526264190674, 1.8278886079788208]",2,2,[-0.00566811 -0.01064384],[ 0.0124655 -0.0983346],[2.0169973 2.6410155],[ 0 31],"[-0.0056681144051253796, -0.01064384263008833]","[0.012465503066778183, -0.09833460301160812]","[2.0169973373413086, 2.6410155296325684]",2,2,"[-5.9617223e-04 -2.4356663e+01 -1.7867558e+01 -7.8988776e+00
 -4.1872176e-04]","[ 7.9403463e-04  6.0244269e+00  7.4707661e+00 -6.9823666e+00
  7.8496494e-04]",[1.363937   0.07829916 0.059101   0.2596756  1.4440668 ],[ 0 17 20 26 31],"[-0.0005961722345091403, -24.35666275024414, -17.867557525634766, -7.8988776206970215, -0.00041872175643220544]","[0.0007940346258692443, 6.0244269371032715, 7.470766067504883, -6.982366561889648, 0.0007849649409763515]","[1.3639370203018188, 0.07829916477203369, 0.05910099670290947, 0.2596755921840668, 1.4440667629241943]",5,5,[-0.37484306 -0.31087604],[ 0.00131692 -0.02040785],[1.2913625 3.4909074],[ 0 31],"[-0.3748430609703064, -0.3108760416507721]","[0.001316918060183525, -0.020407849922776222]","[1.2913625240325928, 3.4909074306488037]",2,2,[0.0045508  0.00457317],[0.00249042 0.00245123],[1.681631  1.2497171],[ 0 31],"[0.004550798796117306, 0.004573166836053133]","[0.0024904203601181507, 0.002451233332976699]","[1.6816309690475464, 1.249717116355896]",2,2,[ 0.00440036 -0.02107532],[0.00115249 0.04413598],[2.4682095 0.6367711],[29 30],[-0.0008242082549259067],[0.009967564605176449],[3.10498046875],1,2,[0.03683081 0.00099602],[0.00964714 0.00099098],[2.5836267 0.5034874],[2 3],[0.030986396595835686],[0.008235382847487926],[3.087114095687866],1,2,[-0.31412852 -0.31221157],[-0.0143088  -0.01234966],[1.3265413 1.324706 ],[14 15],[-0.3131707012653351],[-0.013329911045730114],[2.651247262954712],1,2
366,[0.01637943 0.01635852],[-0.0046871  -0.00458395],[1.5044804 1.2111433],[ 0 31],"[0.01637943461537361, 0.016358522698283195]","[-0.004687103442847729, -0.004583951085805893]","[1.5044803619384766, 1.2111432552337646]",2,2,[0.01668559 0.01667522],[-0.00185311 -0.00181797],[1.4497521 1.3082349],[ 0 31],"[0.016685593873262405, 0.016675222665071487]","[-0.0018531100358814, -0.0018179714679718018]","[1.4497520923614502, 1.3082349300384521]",2,2,[ 0.01299164 -0.07547323],[0.02740886 0.00779353],[2.0467997 4.025127 ],[ 0 31],"[0.012991635128855705, -0.07547322660684586]","[0.027408862486481667, 0.007793528959155083]","[2.046799659729004, 4.025126934051514]",2,2,[ 0.02847283 -0.03106819],[0.24767157 0.24719629],[2.0980852 1.2463043],[ 0 31],"[0.028472833335399628, -0.031068185344338417]","[0.24767157435417175, 0.2471962869167328]","[2.0980851650238037, 1.2463042736053467]",2,2,[0.01601752 0.01602391],[-0.00383763 -0.00374229],[1.502962  1.2992314],[ 0 31],"[0.016017518937587738, 0.0160239115357399]","[-0.0038376268930733204, -0.003742287401109934]","[1.5029619932174683, 1.2992314100265503]",2,2,[0.01632521 0.01641509],[-0.00126727 -0.00137412],[2.6825283  0.21732692],[29 30],[0.016331948339939117],[-0.0012752801412716508],[2.899855136871338],1,2,[-0.02019636  0.01656333],[-0.04159864 -0.00677328],[2.5326726 0.6289231],[2 3],[-0.01288390439003706],[-0.03467097505927086],[3.1615958213806152],1,2,[-0.0280151  -0.02742212],[0.21607737 0.2105776 ],[0.8823946 1.7599492],[14 15],[-0.02762014791369438],[0.2124142348766327],[2.642343759536743],1,2
367,"[-3.7529343e-03  2.7363636e+00  3.9591691e+00  4.3017359e+00
  2.1969637e+01 -3.7464113e-03]","[-3.5753693e-03  2.4118214e+00  3.6155679e+00  3.7470365e+00
 -4.1097851e+01 -3.4844272e-03]",[1.4050133  1.336817   3.0920978  0.17303026 0.00839    1.3515747 ],[ 0  1  2  3 13 31],"[2.7699897289276123, 21.969636917114258, -0.003746411297470331]","[2.504958152770996, -41.09785079956055, -0.0034844272304326296]","[6.006958484649658, 0.00838999729603529, 1.3515746593475342]",3,6,[ 7.3892188e-01  2.7728918e+01 -2.1640299e+01 -2.9939648e-03],[ 6.6523433e-01 -3.4148373e+01 -1.3689361e+01  2.5912150e-05],[5.1813097  0.29547206 0.01360245 1.288768  ],[ 0 16 18 31],"[0.7389218807220459, 27.728918075561523, -21.64029884338379, -0.00299396482296288]","[0.6652343273162842, -34.148372650146484, -13.689360618591309, 2.5912149794748984e-05]","[5.181309700012207, 0.29547205567359924, 0.01360244955867529, 1.2887680530548096]",4,4,[-0.07637284  8.930295   -1.0895858 ],[-1.5190030e-02  1.0976727e+01  2.8209539e+01],[1.994542  6.025574  1.3646052],[ 0  5 31],"[-0.07637283951044083, 8.93029499053955, -1.089585781097412]","[-0.015190030448138714, 10.976726531982422, 28.20953941345215]","[1.9945420026779175, 6.025574207305908, 1.364605188369751]",3,3,[0.20952657 0.22559252],[0.1778457  0.19096293],[2.189207  0.8960187],[ 0 31],"[0.20952656865119934, 0.22559252381324768]","[0.17784570157527924, 0.19096292555332184]","[2.189207077026367, 0.8960186839103699]",2,2,"[-3.7063286e-03  3.0467715e+00  3.3630805e+00  3.0091078e+01
  7.8015953e-01  1.3813159e+01  1.0745073e-03]","[-2.9663870e-03  3.0424919e+00  3.2714558e+00 -4.5535889e+01
 -7.9244413e+00 -6.3418646e+00 -1.4450987e-01]","[1.2635843e+00 1.5730735e+00 1.6033636e+00 4.7950735e-03 1.2592325e-02
 2.1955375e-02 5.2526417e+00]",[ 0  1  2  4 27 28 31],"[2.292861223220825, 30.09107780456543, 9.062747955322266, 0.0010745072504505515]","[2.2584683895111084, -45.535888671875, -6.918698787689209, -0.14450986683368683]","[4.440021514892578, 0.00479507353156805, 0.034547701478004456, 5.252641677856445]",4,7,[0.1846167  0.11189679],[0.09463533 0.07602247],[5.2219715 0.7549751],[29 30],[0.17543111741542816],[0.09228424727916718],[5.976946830749512],1,2,[-4.5198686e-03 -4.5043668e-03  7.9616327e+00  8.1548090e+00],[-6.804523e-03 -6.754899e-03  8.151131e+00  8.566916e+00],[2.0200684  0.48880905 1.8635269  1.4140941 ],[2 3 7 8],"[-0.004516847897320986, 8.044976234436035]","[-0.006794854532927275, 8.330516815185547]","[2.5088775157928467, 3.277621030807495]",2,4,[0.13037471 0.19106004],[0.20370437 0.17241016],[1.8146783 1.8082799],[14 15],[0.16066378355026245],[0.1880849003791809],[3.622958183288574],1,2
368,[0.0051697  0.02646423],[-0.00876634 -0.03476078],[1.5284817 2.1581051],[ 0 31],"[0.0051697008311748505, 0.026464231312274933]","[-0.008766339160501957, -0.03476078435778618]","[1.5284817218780518, 2.1581051349639893]",2,2,[-0.00337644  0.00624492],[ 0.01795493 -0.00477434],[1.9179084 1.3293579],[ 0 31],"[-0.003376442240551114, 0.006244917865842581]","[0.017954926937818527, -0.0047743418253958225]","[1.9179084300994873, 1.3293578624725342]",2,2,[-0.05989589 -0.02699769],[-0.01487349 -0.00900025],[1.8780981 1.5189437],[ 0 31],"[-0.059895891696214676, -0.02699769102036953]","[-0.014873486012220383, -0.00900025013834238]","[1.8780981302261353, 1.5189436674118042]",2,2,[-0.3321275   4.7827682   4.637408   -0.30136177],[0.06456765 1.3865277  1.3824985  0.06379059],[0.9401903 2.0190632 1.210999  2.4143233],[ 0  2  3 31],"[-0.33212751150131226, 4.728270530700684, -0.3013617694377899]","[0.06456764787435532, 1.3850171566009521, 0.06379058957099915]","[0.940190315246582, 3.230062246322632, 2.414323329925537]",3,4,[0.00542071 0.00546367],[-0.00754359 -0.00743319],[1.7892193 1.5317081],[ 0 31],"[0.005420712288469076, 0.005463671404868364]","[-0.0075435945764184, -0.0074331858195364475]","[1.7892192602157593, 1.5317081212997437]",2,2,[0.00641226 0.00640985],[-0.00418813 -0.00428619],[2.5938416  0.21571103],[29 30],[0.006412073504179716],[-0.00419565849006176],[2.8095526695251465],1,2,[0.04814625 0.00381444],[-0.15005615 -0.01409069],[3.8614671 0.4573483],[2 3],[0.04345165938138962],[-0.13565786182880402],[4.318815231323242],1,2,[-0.29193118  1.4432216   3.323841  ],[0.04661077 0.7042298  1.3846537 ],[1.1516521 3.053947  1.1958838],[14 15 16],[1.4896366596221924],[0.7146639227867126],[5.401482582092285],1,3
